application_uid,authority_name,reference,planning_decision,n_docs_used,total_chars,used_refusal_section,mentions_heat_pump,n_labels,labels
DC/25/03134,Babergh Mid Suffolk,,Part Granted/Part Refused,3,21679,False,True,8,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity
DC/25/03521,Babergh Mid Suffolk,,Part Granted/Part Refused,2,36744,False,True,6,noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
DC/25/05165,Babergh Mid Suffolk,,Part Granted/Part Refused,12,1137228,False,True,12,visual_amenity; noise; heritage_listed; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
DC/25/138553,Lewisham,,Refused,2,12935,False,True,7,heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity; flat_apartment
DC/25/142486,Lewisham,,Refused,2,29229,False,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
DC/25/2792/AME,East Suffolk,,Application Refused,2,14051,False,True,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
DC/25/70345,Sandwell,,Refuse permission,2,20952,True,True,4,noise; design_scale_siting; neighbour_amenity; policy_general
DM/2022/00419,Monmouthshire,,Refuse,4,64626,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
DM/23/02373/FPA,Durham,,Refused,3,23328,True,True,4,noise; permitted_development; neighbour_amenity; policy_general
DM2022/00832,Sutton,,Application Refused,2,22899,True,False,0,
DM2024/00121,Sutton,,Application Refused,2,35542,True,False,3,visual_amenity; design_scale_siting; policy_general
DM2024/00200,Sutton,,Application Refused,2,223702,True,False,4,visual_amenity; design_scale_siting; policy_general; highways
DM2025/01060,Sutton,,Application Refused,2,22035,True,False,0,
FUL/000149/25,Flintshire,,R01 Refused,2,13547,False,True,5,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general
FUL/000368/24,Flintshire,,R01 Refused,2,12145,False,True,6,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
FUL/000801/24,Flintshire,,R01 Refused,2,12982,False,True,5,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general
FULL/2019/0975,Guernsey,,Notification of Refusal of Planning Permission.,1,31760,True,True,7,visual_amenity; noise; heritage_conservation_area; design_scale_siting; policy_general; greenbelt; highways
FULL/2020/0291,Guernsey,,Notification of Refusal of Planning Permission.,1,18268,False,False,3,visual_amenity; design_scale_siting; neighbour_amenity
FULL/2020/0878,Guernsey,,Notification of Refusal of Planning Permission.,1,15746,True,True,6,visual_amenity; design_scale_siting; policy_general; highways; biodiversity; flat_apartment
FULL/2025/0228,Guernsey,,Notification of Refusal of Planning Permission.,1,24330,True,False,1,heritage_conservation_area
FULL/2025/0729,Guernsey,,Notification of Refusal of Planning Permission.,1,11963,True,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; highways
HGTZC25/00492/FUL,Harrogate,,Application Refused,2,12612,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping
LB/24/01179,Kensington,,Refuse Planning Permission/Consent,2,10428,True,False,2,noise; heritage_listed
LB/24/05045,Kensington,,Refuse Planning Permission/Consent,5,586587,True,False,3,heritage_listed; design_scale_siting; policy_general
LBC/000385/24,Flintshire,,R01 Refused,2,14787,False,True,6,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
MC/24/2220,Medway,,Refusal,1,7129,False,True,3,noise; neighbour_amenity; policy_general
NE/21/00283/LBC,East Northamptonshire,,Application Withdrawn/Declined,3,99675,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; trees_landscaping; flat_apartment
NE/25/00169/FUL,East Northamptonshire,,Application Withdrawn/Declined,3,4478,False,True,2,noise; permitted_development
NE/25/00534/AMD,East Northamptonshire,,Application Withdrawn/Declined,1,9453,False,False,1,noise
NE/25/00721/AMD,East Northamptonshire,,Application Refused,2,11915,True,False,2,visual_amenity; design_scale_siting
NMA(B)/15/1278,West Suffolk,,Refuse application,1,6222,False,True,3,heritage_listed; heritage_conservation_area; policy_general
NMA/23/01775,Kensington,,Reject Non-Material Amendment(s),3,8345,False,True,2,design_scale_siting; flat_apartment
P/24/421/FUL,Bridgend,,Refusal,1,22378,True,False,3,noise; neighbour_amenity; policy_general
P/26/00274/NMA,BCP,,Refused,3,30124,False,True,9,visual_amenity; noise; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage
P202709/V,Herefordshire,,Refused,1,2952,False,True,1,permitted_development
P210069/V,Herefordshire,,Refused,2,21761,False,True,6,heritage_listed; design_scale_siting; permitted_development; flood_drainage; biodiversity; flat_apartment
P210173/U,Herefordshire,,Refused,1,5795,False,True,3,heritage_conservation_area; design_scale_siting; permitted_development
P213425/FH,Herefordshire,,Refused,2,15966,True,False,1,policy_general
P213426/L,Herefordshire,,Refused,2,15876,False,True,8,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity
P213637/F,Herefordshire,,Refused,3,23689,False,True,5,visual_amenity; design_scale_siting; neighbour_amenity; policy_general; biodiversity
P223623/AM,Herefordshire,,Refused,1,4878,False,True,2,design_scale_siting; policy_general
P241099/F,Herefordshire,,Refused,1,9350,True,False,1,policy_general
P252650/F,Herefordshire,,Refused,3,46642,False,True,7,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity
PA/21/00870/NC,Tower Hamlets,,Refuse,2,15814,True,False,2,visual_amenity; design_scale_siting
PA/21/01116/NC,Tower Hamlets,,Refuse,3,46540,True,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
PA/21/01117/NC,Tower Hamlets,,Refuse,2,9796,True,True,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; flat_apartment
PA/23/01138/NC,Tower Hamlets,,Prior Approval Refused,19,141150,True,True,4,visual_amenity; noise; permitted_development; policy_general
PA/24/00844/NC,Tower Hamlets,,Refuse,5,14940,False,True,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; flat_apartment
PA/25/00057/NC,Tower Hamlets,,Refuse,21,807308,True,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
PA/25/01029/NC,Tower Hamlets,,Refuse,4,16390,True,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
PA25/01053,Cornwall,,Refused,4,43649,False,True,8,noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage; biodiversity; flat_apartment
PF/19/0427,North Norfolk,,Refused,5,43722,False,True,11,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity
PF/20/2073,North Norfolk,,Refuse,4,31566,True,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; biodiversity; flat_apartment
PF/21/2296,North Norfolk,,Refuse,3,19546,True,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; biodiversity
PF/23/0533,North Norfolk,,Refuse,2,18260,True,True,3,noise; neighbour_amenity; policy_general
PL/02907,Carmarthenshire,,Non-Material Amendment Refused,1,2666,False,True,2,permitted_development; policy_general
PL/02971,Carmarthenshire,,CLOPUD - Refusal,1,1971,False,True,1,permitted_development
PL/04897,Carmarthenshire,,Removal / Variation of Condition Refused,1,2022,False,True,1,policy_general
PL/06848,Carmarthenshire,,CLOPUD - Refusal,1,2366,False,True,2,noise; permitted_development
PL/06849,Carmarthenshire,,CLOPUD - Refusal,1,2389,False,True,2,noise; permitted_development
PL/06850,Carmarthenshire,,CLOPUD - Refusal,1,2449,False,True,2,noise; permitted_development
PL/06852,Carmarthenshire,,CLOPUD - Refusal,1,2458,False,True,2,noise; permitted_development
PL/06860,Carmarthenshire,,CLOPUD - Refusal,1,2457,False,True,2,noise; permitted_development
PL/06861,Carmarthenshire,,CLOPUD - Refusal,1,2451,False,True,2,noise; permitted_development
PL/08442,Carmarthenshire,,Householder Refused,1,3067,False,True,4,noise; design_scale_siting; neighbour_amenity; policy_general
PL/08462,Carmarthenshire,,Householder Refused,2,41714,False,True,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
PL/08523,Carmarthenshire,,Householder Refused,1,2807,False,True,2,noise; policy_general
PL/08548,Carmarthenshire,,Householder Refused,1,2738,False,True,2,noise; policy_general
PL/08794,Carmarthenshire,,Householder Refused,2,6734,False,True,4,noise; permitted_development; neighbour_amenity; policy_general
PL/08803,Carmarthenshire,,Householder Refused,1,2767,False,True,2,noise; policy_general
PL/08932,Carmarthenshire,,Householder Refused,2,6587,False,True,5,noise; design_scale_siting; policy_general; flood_drainage; biodiversity
PL/09814,Carmarthenshire,,Non-Material Amendment Refused,1,2429,False,True,2,noise; policy_general
PL/09818,Carmarthenshire,,Householder Refused,1,3023,False,True,3,noise; neighbour_amenity; policy_general
PL/10106,Carmarthenshire,,Full Refusal,2,9163,False,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
PLAN/2024/0168,Woking,,Refused,3,32835,False,True,5,noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
PLAN/2024/0457,Woking,,Refused,3,24159,False,True,7,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage
PP/21/07622,Kensington,,Refuse Permission/Consent and Enforce,11,138692,True,True,6,visual_amenity; noise; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
PP/23/02489,Kensington,,Refuse Planning Permission/Consent,21,248544,False,True,12,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; flat_apartment
PP/23/04594,Kensington,,Refuse Planning Permission/Consent,7,423250,True,True,4,noise; neighbour_amenity; policy_general; flat_apartment
PP/23/07943,Kensington,,Refuse Planning Permission/Consent,2,21977,True,True,5,visual_amenity; noise; heritage_conservation_area; neighbour_amenity; policy_general
PP/24/01178,Kensington,,Refuse Planning Permission/Consent,2,23918,True,False,3,visual_amenity; heritage_listed; heritage_conservation_area
PP/24/02112,Kensington,,Refuse Planning Permission/Consent,13,173936,True,False,5,visual_amenity; heritage_conservation_area; design_scale_siting; policy_general; trees_landscaping
PP/24/05044,Kensington,,Refuse Planning Permission/Consent,8,687457,True,False,8,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; biodiversity; flat_apartment
R23/1029,Rugby,,Refusal,1,6896,True,True,4,noise; permitted_development; neighbour_amenity; policy_general
RB2017/0419,Rotherham,,REFUSED,1,8029,False,True,3,policy_general; flood_drainage; greenbelt
RB2024/1401,Rotherham,,REFUSED,2,19392,True,True,3,noise; neighbour_amenity; policy_general
RB2024/1646,Rotherham,,REFUSED,2,18734,True,True,3,noise; neighbour_amenity; policy_general
RB2024/1791,Rotherham,,REFUSED,2,19791,True,True,2,noise; policy_general
RU.20/0555,Runnymede,,Refuse Certificate of Proposed Lawfulness,2,12813,False,True,7,noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage; greenbelt
RU.23/1059,Runnymede,,Refuse Certificate of Proposed Lawfulness,2,26950,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
RU.23/1067,Runnymede,,Refuse Certificate of Proposed Lawfulness,2,12000,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
RU.23/1410,Runnymede,,Refuse,2,15216,False,True,5,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general
RU.25/1277,Runnymede,,Refuse Certificate of Proposed Lawfulness,2,7685,False,True,6,visual_amenity; heritage_listed; heritage_conservation_area; permitted_development; neighbour_amenity; policy_general
RV/22/1002,North Norfolk,,Refuse,3,45198,True,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; highways; biodiversity; flat_apartment
S.24/2262/HHOLD,Stroud,,Refusal,2,21823,True,True,8,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; highways; biodiversity; flat_apartment
S.25/1368/HHOLD,Stroud,,Refusal,2,21190,True,False,0,
S.25/2145/HHOLD,Stroud,,Refusal,3,60386,True,False,0,
S/0278/19/DC,South Cambridgeshire,,Refused Permission,1,7688,False,True,3,noise; design_scale_siting; policy_general
S/2015/2013/MAF,West Northamptonshire,,Refusal,2,24676,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; policy_general; flood_drainage; biodiversity
S/2016/1500/COND,West Northamptonshire,,Refusal,2,10594,False,True,5,noise; heritage_listed; heritage_conservation_area; permitted_development; policy_general
S/2017/0515/FUL,West Northamptonshire,,Refusal,2,29385,True,False,3,noise; neighbour_amenity; policy_general
S/2018/1318/LDP,West Northamptonshire,,Refusal,2,12348,False,True,7,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; policy_general; flat_apartment
S/2019/0377/LDP,West Northamptonshire,,Refusal,2,10928,False,True,5,visual_amenity; design_scale_siting; permitted_development; policy_general; flat_apartment
S/2020/0195/COND,West Northamptonshire,,Refusal,3,20961,False,True,6,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
S/3372/18/DC,South Cambridgeshire,,Refused Permission,1,1318,False,True,1,policy_general
S/HOU/24/0278,Swindon,,Permission Refused,2,10881,True,True,4,noise; permitted_development; neighbour_amenity; policy_general
S/HOU/24/1067,Swindon,,Permission Refused,2,19055,True,True,3,noise; design_scale_siting; policy_general
S/HOU/25/0245,Swindon,,Permission Refused,2,21706,True,True,3,noise; neighbour_amenity; policy_general
S/HOU/25/0514,Swindon,,Permission Refused,2,23626,True,True,3,noise; neighbour_amenity; policy_general
S/HOU/25/0523,Swindon,,Permission Refused,3,31472,True,True,3,noise; neighbour_amenity; policy_general
SDNP/20/03732/LDP,South Downs,,Refused,2,15144,False,True,5,noise; design_scale_siting; permitted_development; policy_general; flat_apartment
SDNP/21/03932/FUL,South Downs,,Refused,34,236514,True,False,4,heritage_listed; design_scale_siting; policy_general; biodiversity
SDNP/22/03851/NMA,South Downs,,Refused,1,5885,False,True,2,design_scale_siting; policy_general
SDNP/22/04509/CND,South Downs,,Refused,2,14298,True,False,1,design_scale_siting
SDNP/23/02450/HOUS,South Downs,,Refused,1,7694,True,False,4,visual_amenity; design_scale_siting; neighbour_amenity; policy_general
SDNP/24/02937/DCOND,South Downs,,Refused,1,4240,False,True,6,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
SDNP/24/04555/HOUS,South Downs,,Refused,1,9520,True,False,5,visual_amenity; heritage_listed; design_scale_siting; neighbour_amenity; policy_general
SDNP/25/02768/NMA,South Downs,,Refused,2,19482,False,True,6,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
ST/0475/24/HFUL,South Tyneside,,Refuse Householder Permission,3,24811,False,True,6,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
UTT/19/2431/HHF,Uttlesford,,Refuse,3,18032,True,False,4,heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
UTT/20/2705/LB,Uttlesford,,Refuse,3,25320,True,True,4,visual_amenity; heritage_listed; heritage_conservation_area; policy_general
UTT/21/0584/FUL,Uttlesford,,Refuse,3,22761,True,True,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
UTT/21/1008/LB,Uttlesford,,Refuse,3,23146,True,False,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
UTT/21/1513/NMA,Uttlesford,,Refuse,2,5824,True,True,1,biodiversity
UTT/23/1736/CLP,Uttlesford,,Refuse Certificate Lawfulness,3,15274,True,True,1,permitted_development
W/19/2135,Warwick,,Refuse,2,25309,True,False,0,
W/22/1308,Warwick,,Refuse,6,318713,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; highways; biodiversity; flat_apartment
W/22/1309/LB,Warwick,,Refuse,6,308082,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
W/23/1829,Warwick,,Refuse,3,21043,False,True,6,visual_amenity; noise; heritage_listed; design_scale_siting; neighbour_amenity; policy_general
W/25/1684,Warwick,,Refused - Certificate of Lawfulness,3,30246,False,True,7,heritage_listed; design_scale_siting; permitted_development; neighbour_amenity; policy_general; greenbelt; flat_apartment
WD/2022/0184/FR,Wealden,,Refusal,4,41693,True,True,4,noise; design_scale_siting; neighbour_amenity; policy_general
